Measurement Timestamp,Air Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation
05/24/2015 05:00:00 AM,13.282061592117293,53,0,0,1.4,28,0.9,1.3,993.7182625646241,0
05/24/2015 10:00:00 AM,13.282061592117293,56,0,0.1,2.6,142,2.5,3.8,993.7182625646241,251
05/24/2015 11:00:00 AM,13.282061592117293,59,0,0,2.6,147,2.1,3.1,993.7182625646241,439
05/24/2015 06:00:00 PM,13.282061592117293,88,0,1.7,10.6,67,0.8,1.1,993.7182625646241,38
05/24/2015 07:00:00 PM,13.282061592117293,86,0,0.1,10.7,105,0.5,1,993.7182625646241,17
05/24/2015 08:00:00 PM,13.282061592117293,87,0,0.3,11.1,164,2.1,3.4,993.7182625646241,4
05/25/2015 06:00:00 AM,13.282061592117293,72,0,0,11.1,12,0.7,2,993.7182625646241,9
05/25/2015 07:00:00 AM,13.282061592117293,78,0,0,11.1,305,1.5,1.9,993.7182625646241,26
05/25/2015 08:00:00 AM,13.282061592117293,74,0,0,11.1,317,1.6,5.5,993.7182625646241,142
05/25/2015 11:00:00 AM,13.282061592117293,85,0,0.2,11.2,342,2.1,5.4,993.7182625646241,336
05/25/2015 12:00:00 PM,13.282061592117293,74,0,0,11.2,81,2,3.4,993.7182625646241,138
05/25/2015 01:00:00 PM,13.282061592117293,78,0,0.8,12.1,289,2.7,4.4,993.7182625646241,990
05/25/2015 03:00:00 PM,13.282061592117293,58,0,0,12.1,96,1.3,3.3,993.7182625646241,673
05/25/2015 02:00:00 PM,13.282061592117293,65,0,0,12.1,301,3.4,9.4,993.7182625646241,506
05/25/2015 04:00:00 PM,13.282061592117293,54,0,0,12.1,280,2.1,8.5,993.7182625646241,229
05/25/2015 06:00:00 PM,13.282061592117293,50,0,0,12.1,342,1.6,4.1,993.7182625646241,55
05/25/2015 07:00:00 PM,13.282061592117293,49,0,0,12.1,247,0.9,4.6,993.7182625646241,39
05/26/2015 03:00:00 AM,13.282061592117293,80,0,0,12.1,298,1.9,5.2,993.7182625646241,0
05/26/2015 04:00:00 AM,13.282061592117293,82,0,0,12.1,348,1.7,3.1,993.7182625646241,0
05/26/2015 05:00:00 AM,13.282061592117293,84,0,0,12.1,166,0.8,1.5,993.7182625646241,0
05/26/2015 06:00:00 AM,13.282061592117293,83,0,0,12.1,45,1,3.4,993.7182625646241,17
05/26/2015 10:00:00 AM,13.282061592117293,85,0,0,0,120,2.1,4,993.7182625646241,154
05/26/2015 11:00:00 AM,13.282061592117293,84,0,0,0,110,1.9,4,988.9,106
05/26/2015 12:00:00 PM,13.282061592117293,79,0,0,0,110,2.5,5.4,987.7,234
05/26/2015 02:00:00 PM,20.8,86,0,4.1,4.5,261,2.6,6.9,986.9,360
05/26/2015 03:00:00 PM,21.7,76,0,0,4.5,1,0.7,2.3,986.7,481
05/26/2015 03:00:00 PM,22.78,63,0,0,69.8,207,7.1,7.6,986.1,569
05/26/2015 04:00:00 PM,24,66,0,0,4.5,272,1.6,4.2,986,658
05/26/2015 04:00:00 PM,23.28,65,0,0,69.8,233,4.1,5.1,985.4,229
05/26/2015 05:00:00 PM,23.78,65,0,0,69.8,218,6.9,8,985.4,137
05/26/2015 06:00:00 PM,21.89,71,0,2.24,69.8,223,6.9,7.7,985.8,293
05/26/2015 07:00:00 PM,22.28,66,0,0,69.8,208,4.9,5.3,986.1,32
05/26/2015 05:00:00 PM,24.2,70,0,0.3,4.8,331,0.6,2.3,985.8,139
05/26/2015 08:00:00 PM,21.5,73,0,0.2,5.4,0,1.7,6,987.2,13
05/26/2015 08:00:00 PM,21.5,67,0,0,69.8,234,2.5,3.5,986.8,12
05/26/2015 09:00:00 PM,21,70,0,0,69.8,231,4.2,4.5,987.5,0
05/26/2015 10:00:00 PM,20.67,70,0,0,69.8,189,1.9,2.2,988.1,1
05/26/2015 09:00:00 PM,21.7,70,0,0,5.4,0,0.8,3.7,987.8,0
05/26/2015 11:00:00 PM,21.8,69,0,0,5.4,271,0.9,2.7,988.9,0
05/26/2015 11:00:00 PM,20.56,70,0,0,69.8,178,2.5,2.8,988.5,0
05/27/2015 12:00:00 AM,21.8,73,0,0,5.4,280,2,5.4,988.5,0
05/27/2015 12:00:00 AM,20.78,73,0,0,69.8,204,4.6,4.9,988.1,0
05/27/2015 01:00:00 AM,21.7,71,0,0,5.4,301,0.8,2.6,988,0
05/27/2015 01:00:00 AM,21,71,0,0,69.8,238,3.5,4.4,987.8,1
05/27/2015 02:00:00 AM,20.8,76,0,0,5.4,329,1.5,2.9,987.9,0
05/27/2015 02:00:00 AM,20.5,73,0,0,69.8,223,3.7,3.9,987.5,0
05/27/2015 03:00:00 AM,20.3,78,0,0,5.4,279,2.6,6.5,988.4,0
05/27/2015 03:00:00 AM,19.67,76,0,0,69.8,220,3.9,4.7,988.1,1
05/27/2015 09:00:00 AM,21.6,67,0,0,5.4,269,2.3,4.7,991.5,783
05/27/2015 09:00:00 AM,20.78,64,0,0,69.8,221,4.8,5.6,991.2,584
05/27/2015 10:00:00 AM,21.5,58,0,0.03,69.8,263,3.1,4,991.2,723
05/27/2015 11:00:00 AM,21.78,57,0,0,69.8,237,2.1,3.3,991.9,297
05/27/2015 10:00:00 AM,22.5,62,0,0,5.4,290,1.3,3.9,991.6,191
05/27/2015 12:00:00 PM,22.8,57,0,0,5.4,251,1.6,5.4,992.5,328
05/27/2015 12:00:00 PM,21.89,58,0,0,69.8,283,2.9,3.5,992.2,82
05/27/2015 01:00:00 PM,21.9,68,0,0.2,5.6,248,1.3,2.4,992.8,361
05/27/2015 01:00:00 PM,21.06,62,0,0.03,69.8,290,3.4,3.7,992.6,250
05/27/2015 03:00:00 PM,23.5,52,0,0,5.6,303,0.9,5.1,993.7,160
05/27/2015 04:00:00 PM,20.78,58,0,0,69.8,278,4.9,5.5,993.9,239
05/27/2015 05:00:00 PM,22.7,56,0,0,5.6,347,1.4,3.7,994.6,269
05/27/2015 05:00:00 PM,22,58,0,0,69.8,269,3.3,4.7,994.2,568
05/27/2015 06:00:00 PM,19.1,72,0,0,5.6,18,2.6,3.8,995.1,31
05/27/2015 06:00:00 PM,19.28,67,0,0,69.8,31,2.4,2.9,994.6,289
05/28/2015 11:00:00 AM,18.17,69,0,0,69.8,120,2.4,3.1,1000.7,766
05/28/2015 12:00:00 PM,17.28,70,0,0,69.8,114,2.1,2.4,1000,836
05/28/2015 11:00:00 AM,21.3,58,0,0,5.6,108,2,4.6,1000.9,847
05/28/2015 01:00:00 PM,18.78,66,0,0,69.8,133,1.7,2.1,1000,827
05/28/2015 02:00:00 PM,17.67,68,0,0,69.8,118,2,2.1,999.3,813
05/28/2015 03:00:00 PM,18.56,66,0,0,69.8,3,1.1,1.4,999,733
05/28/2015 01:00:00 PM,20.9,62,0,0,5.6,98,1.3,2.6,1000.1,918
05/28/2015 04:00:00 PM,22.2,56,0,0,5.6,55,0.6,1.2,999,553
05/28/2015 04:00:00 PM,19.39,65,0,0,69.8,64,1,1.2,998.6,491
05/28/2015 05:00:00 PM,20.5,62,0,0,5.6,140,0.5,1.1,998.3,79
05/28/2015 05:00:00 PM,19.06,64,0,0,69.8,49,2.1,2.3,998,501
05/28/2015 06:00:00 PM,20.2,64,0,0,5.6,86,0.7,1.4,997.7,60
05/28/2015 06:00:00 PM,18.89,66,0,0,69.8,35,0.8,1,997.3,306
05/28/2015 07:00:00 PM,19.9,64,0,0,5.6,89,0.7,1.2,997.7,41
05/28/2015 07:00:00 PM,19,65,0,0,69.8,82,0.8,1,997.3,132
05/28/2015 08:00:00 PM,19.8,63,0,0,5.6,133,0.9,1.9,997.1,12
05/28/2015 08:00:00 PM,18,69,0,0,69.8,105,1,1.7,996.6,17
05/28/2015 09:00:00 PM,19,67,0,0,5.6,119,1.4,4.2,996.7,1
05/28/2015 09:00:00 PM,17,73,0,0,69.8,105,3.2,3.6,996.3,0
05/28/2015 10:00:00 PM,16.5,74,0,0,69.8,74,1.1,1.5,996.3,0
05/28/2015 10:00:00 PM,18.1,70,0,0,5.6,94,1.5,2.5,996.6,1
05/28/2015 11:00:00 PM,16.5,74,0,0,69.8,145,1.6,1.9,995.6,0
05/29/2015 12:00:00 AM,20.2,66,0,0,5.6,116,1.4,3.3,995.8,0
05/29/2015 12:00:00 AM,16.56,73,0,0,69.8,123,2.1,2.4,995.3,0
05/29/2015 01:00:00 AM,21.3,64,0,0,5.6,113,1.1,1.9,995.8,0
05/29/2015 01:00:00 AM,17.56,74,0,0,69.8,143,2,2.5,995.6,0
05/29/2015 02:00:00 AM,22.5,62,0,0,5.6,108,2.2,3.8,995.2,0
05/29/2015 02:00:00 AM,20.56,66,0,0,69.8,175,2.2,2.5,994.9,0
05/29/2015 03:00:00 AM,23,64,0,0,5.6,125,1.1,2.5,995.5,0
05/29/2015 03:00:00 AM,22.56,61,0,0,69.8,168,3.2,3.6,995.3,1
05/29/2015 04:00:00 AM,22.8,67,0,0,5.6,101,1.5,3.5,994.9,0
05/29/2015 04:00:00 AM,22.5,64,0,0,69.8,204,3,3.7,994.6,0
05/29/2015 05:00:00 AM,21.8,72,0,0,5.6,116,2,4.2,994.3,0
05/29/2015 05:00:00 AM,20.56,70,0,0,69.8,148,3.4,3.5,993.9,1
05/29/2015 06:00:00 AM,20.9,78,0,0,5.6,119,1.5,3.5,994.4,28
05/29/2015 06:00:00 AM,17.39,83,0,0,69.8,146,1.7,2,993.9,30
05/29/2015 07:00:00 AM,22,74,0,0,5.6,0,0.8,1.9,994.7,167
05/29/2015 07:00:00 AM,17.39,84,0,0,69.8,190,1.1,1.3,994.6,122
05/29/2015 08:00:00 AM,23.6,71,0,0,5.6,87,1.3,2.7,995.1,397
05/29/2015 08:00:00 AM,19.06,79,0,0,69.8,142,3.3,3.5,994.6,337
05/29/2015 09:00:00 AM,24,69,0,0,5.6,97,1,2.5,995.1,535
05/29/2015 09:00:00 AM,17.56,80,0,0,69.8,138,1.7,2.1,994.9,471
05/29/2015 11:00:00 AM,27,59,0,0,5.6,98,0.5,1.1,994.4,416
05/29/2015 11:00:00 AM,26.28,57,0,0,69.8,212,5.2,5.9,993.9,524
05/29/2015 12:00:00 PM,24.7,71,0,0.2,5.8,339,1.4,3.3,994.5,43
05/29/2015 12:00:00 PM,21.06,81,0,8.79,69.8,292,2.6,3.6,994.2,90
05/26/2015 02:00:00 AM,13.282061592117293,76,0,0,12.1,299,2.2,3.4,993.7182625646241,0
05/26/2015 01:00:00 AM,13.282061592117293,71,0,0,12.1,295,2.6,5.1,993.7182625646241,0
05/26/2015 12:00:00 AM,13.282061592117293,66,0,0,12.1,288,1.4,4.1,993.7182625646241,0
05/25/2015 11:00:00 PM,13.282061592117293,58,0,0,12.1,293,1.6,3.3,993.7182625646241,0
05/25/2015 10:00:00 PM,13.282061592117293,52,0,0,12.1,353,1.5,4.6,993.7182625646241,0
05/25/2015 09:00:00 PM,13.282061592117293,52,0,0,12.1,66,0.9,1.5,993.7182625646241,0
05/25/2015 05:00:00 AM,13.282061592117293,71,0,0,11.1,303,1.7,2.7,993.7182625646241,0
05/25/2015 04:00:00 AM,13.282061592117293,70,0,0,11.1,1,1.3,2.9,993.7182625646241,0
05/25/2015 03:00:00 AM,13.282061592117293,66,0,0,11.1,64,0.9,1.7,993.7182625646241,0
05/25/2015 02:00:00 AM,13.282061592117293,64,0,0,11.1,8,1.5,3.5,993.7182625646241,0
05/25/2015 01:00:00 AM,13.282061592117293,63,0,0,11.1,56,1.2,2,993.7182625646241,0
05/25/2015 12:00:00 AM,13.282061592117293,64,0,0,11.1,65,1.4,2,993.7182625646241,0
05/24/2015 11:00:00 PM,13.282061592117293,65,0,0,11.1,0,0.7,1.9,993.7182625646241,0
05/24/2015 02:00:00 AM,13.282061592117293,39,0,0,1.4,49,0.4,1.2,993.7182625646241,0
05/25/2015 09:00:00 AM,23.4,65,0,0,69.8,217,10.4,12.5,993.7182625646241,296
05/25/2015 06:00:00 AM,21.99,68,0,0,69.8,183,8.1,8.8,993.7182625646241,14
05/25/2015 06:00:00 PM,25.9,49,0,0,69.8,223,7.9,9.4,993.7182625646241,303
05/25/2015 02:00:00 PM,22.78,65,0,0,69.8,224,7.8,9.3,993.7182625646241,666
05/25/2015 05:00:00 PM,25.56,52,0,0,69.8,225,7,8.1,993.7182625646241,214
05/25/2015 02:00:00 AM,23.56,63,0,0,69.8,197,6.8,8.1,993.7182625646241,0
05/25/2015 12:00:00 PM,21.67,73,0,0.1,69.8,225,6.3,6.6,993.7182625646241,133
05/26/2015 02:00:00 PM,21,81,0,10.1,69.8,202,6.3,7,986.8,429
05/25/2015 10:00:00 AM,23.05,68,0,0,69.8,220,5.6,6.8,993.7182625646241,173
05/25/2015 12:00:00 AM,23.77,61,0,0,69.8,204,5.3,6.1,993.7182625646241,0
05/25/2015 07:00:00 AM,21.67,75,0,0,69.8,173,5.1,6.4,993.7182625646241,56
05/25/2015 07:00:00 PM,25.9,48,0,0,69.8,223,5,5.7,993.7182625646241,146
05/25/2015 03:00:00 AM,23.16,65,0,0,69.8,178,4.9,6.4,993.7182625646241,0
05/26/2015 03:00:00 AM,21,80,0,0,69.8,198,4.9,5.3,993.7182625646241,0
05/25/2015 03:00:00 PM,24.57,55,0,0,69.8,240,4.6,6.2,993.7182625646241,403
05/26/2015 12:00:00 PM,17.17,86,0,0,69.8,144,4.4,5.5,987.5,248
05/25/2015 05:00:00 AM,22.28,69,0,0,69.8,192,4.3,4.6,993.7182625646241,0
05/23/2015 07:00:00 PM,17.17,49,0,0,69.8,136,4.3,4.9,993.7182625646241,155
05/25/2015 01:00:00 AM,23.67,62,0,0,69.8,210,4.1,4.5,993.7182625646241,1
05/26/2015 12:00:00 AM,23.05,65,0,0,69.8,208,4.1,4.6,993.7182625646241,1
05/22/2015 04:00:00 PM,9.17,59,0,0,69.8,4,4,4.4,993.7182625646241,556
05/24/2015 12:00:00 AM,21,38,0,0,69.8,208,3.9,4.5,993.7182625646241,0
05/23/2015 08:00:00 AM,13.89,50,0,0,69.8,142,3.9,4.2,993.7182625646241,355
05/26/2015 11:00:00 AM,16.06,88,0,0,69.8,146,3.8,4.9,988.5,74
05/25/2015 01:00:00 PM,22.06,75,0,1.5,69.8,224,3.7,4.6,993.7182625646241,398
05/23/2015 09:00:00 AM,14.05,55,0,0,69.8,137,3.7,3.8,993.7182625646241,521
05/25/2015 04:00:00 PM,25,54,0,0,69.8,219,3.5,4,993.7182625646241,179
05/24/2015 11:00:00 PM,24.01,60,0,0,69.8,197,3.5,3.9,993.7182625646241,0
05/26/2015 01:00:00 AM,22.39,70,0,0,69.8,200,3.4,4.2,993.7182625646241,0
05/26/2015 06:00:00 AM,20.39,82,0,0,69.8,185,3.4,3.8,993.7182625646241,14
05/23/2015 10:00:00 AM,14.77,50,0,0,69.8,141,3.4,3.6,993.7182625646241,669
05/25/2015 11:00:00 PM,24.01,54,0,0,69.8,170,3.3,3.8,993.7182625646241,1
05/25/2015 11:00:00 AM,19.38,85,0,2.2,69.8,202,3.3,3.8,993.7182625646241,280
05/25/2015 10:00:00 PM,24.17,54,0,0,69.8,217,3.1,3.3,993.7182625646241,1
05/25/2015 04:00:00 AM,22.78,68,0,0,69.8,203,3,3.9,993.7182625646241,0
05/24/2015 10:00:00 PM,14.4,85,0,0,69.8,163,2.9,3.1,993.7182625646241,0
05/24/2015 03:00:00 PM,13.5,76,0,0,69.8,85,2.8,3,993.7182625646241,359
05/24/2015 02:00:00 AM,20.39,40,0,0,69.8,207,2.8,2.9,993.7182625646241,0
05/22/2015 09:00:00 PM,9.78,62,0,0,69.8,65,2.8,3.3,993.7182625646241,0
05/25/2015 08:00:00 PM,25.39,50,0,0,69.8,195,2.7,3,993.7182625646241,12
05/24/2015 07:00:00 AM,15.57,65,0,0,69.8,142,2.6,2.8,993.7182625646241,58
05/26/2015 10:00:00 AM,15.89,87,0,0.1,69.8,132,2.4,3.4,993.7182625646241,163
05/26/2015 04:00:00 AM,20.39,83,0,0,69.8,201,2.4,3.2,993.7182625646241,0
05/23/2015 09:00:00 PM,15.06,56,0,0,69.8,139,2.3,2.6,993.7182625646241,0
05/25/2015 09:00:00 PM,24.78,52,0,0,69.8,193,2.2,2.4,993.7182625646241,1
05/22/2015 06:00:00 PM,9.89,52,0,0,69.8,61,2.2,2.5,993.7182625646241,174
05/23/2015 11:00:00 PM,16.39,54,0,0,69.8,210,2.1,2.6,993.7182625646241,0
05/22/2015 08:00:00 PM,9.5,59,0,0,69.8,127,2.1,2.3,993.7182625646241,5
05/24/2015 09:00:00 PM,14.77,87,0,0,69.8,130,2,2.1,993.7182625646241,0
05/22/2015 11:00:00 PM,10.38,63,0,0,69.8,145,2,2.6,993.7182625646241,0
05/26/2015 02:00:00 AM,21.56,76,0,0,69.8,182,2,2.6,993.7182625646241,1
05/24/2015 10:00:00 AM,14.5,74,0,0,69.8,117,1.9,2.1,993.7182625646241,234
05/23/2015 08:00:00 PM,15.49,55,0,0,69.8,136,1.9,2.7,993.7182625646241,5
05/22/2015 07:00:00 PM,9.56,58,0,0,69.8,115,1.9,2.1,993.7182625646241,79
05/23/2015 04:00:00 PM,17.17,50,0,0,69.8,138,1.8,2.1,993.7182625646241,602
05/23/2015 12:00:00 PM,15.49,53,0,0,69.8,136,1.8,2.3,993.7182625646241,828
05/22/2015 10:00:00 PM,10,66,0,0,69.8,81,1.8,1.9,993.7182625646241,0
05/24/2015 03:00:00 AM,20.07,42,0,0,69.8,199,1.8,2.1,993.7182625646241,0
05/23/2015 05:00:00 PM,16.66,51,0,0,69.8,138,1.8,2,993.7182625646241,445
05/23/2015 06:00:00 PM,17.01,51,0,0,69.8,124,1.7,2.8,993.7182625646241,279
05/24/2015 04:00:00 AM,19.56,44,0,0,69.8,216,1.7,2,993.7182625646241,0
05/26/2015 05:00:00 AM,20.39,83,0,0,69.8,201,1.6,1.8,993.7182625646241,0
05/23/2015 11:00:00 AM,14.56,59,0,0,69.8,119,1.5,1.8,993.7182625646241,769
05/24/2015 12:00:00 PM,13.68,77,0,0,69.8,20,1.3,1.6,993.7182625646241,299
05/24/2015 05:00:00 AM,18.07,50,0,0,69.8,138,1.2,1.3,993.7182625646241,0
05/22/2015 05:00:00 PM,9.28,61,0,0,69.8,40,1.2,1.7,993.7182625646241,322
05/23/2015 10:00:00 PM,16.39,51,0,0,69.8,152,1.1,1.9,993.7182625646241,0
05/24/2015 06:00:00 AM,15.49,65,0,0,69.8,171,1.1,1.3,993.7182625646241,25
05/24/2015 08:00:00 AM,17.89,62,0,0.2,69.8,121,1.1,1.6,993.7182625646241,66
05/24/2015 04:00:00 PM,14.4,75,0,0.1,69.8,140,1.1,1.7,993.7182625646241,67
05/24/2015 11:00:00 AM,14.4,73,0,0,69.8,75,1,1.2,993.7182625646241,308
05/24/2015 07:00:00 PM,13.89,87,0,3.6,69.8,105,0.9,1,993.7182625646241,33
05/24/2015 06:00:00 PM,12.99,88,0,1.6,69.8,330,0.8,0.9,993.7182625646241,46
05/23/2015 03:00:00 PM,16.77,51,0,0,69.8,89,0.8,1.4,993.7182625646241,725
05/23/2015 01:00:00 PM,15.89,53,0,0,69.8,357,0.5,0.9,993.7182625646241,846
05/24/2015 05:00:00 PM,15.06,87,0,6.1,69.8,65,0.4,0.7,993.7182625646241,51
05/29/2015 01:00:00 PM,23.9,77,0,2.2,8,104,2.1,4.1,993.5,453
05/29/2015 01:00:00 PM,23.89,72,0,1.55,69.8,205,3,3.3,993.2,758
05/29/2015 02:00:00 PM,23.6,75,0,0,8,117,2.2,4.2,993,939
05/29/2015 02:00:00 PM,20.56,83,0,0,69.8,139,3.1,3.3,992.6,426
05/29/2015 03:00:00 PM,23.8,75,0,0,8,119,1.9,3.3,991.5,476
05/29/2015 03:00:00 PM,21.28,81,0,0,69.8,154,2.4,3,991.2,366
05/29/2015 04:00:00 PM,23.6,75,0,0,8,126,1.9,3.6,991,75
05/29/2015 04:00:00 PM,21.28,78,0,0,69.8,179,3.4,3.8,990.9,124
05/29/2015 05:00:00 PM,27.1,58,0,0,8,116,0.9,2.3,990.6,188
05/29/2015 05:00:00 PM,26.89,56,0,0.08,69.8,204,2.6,3,990.2,146
05/29/2015 06:00:00 PM,28.1,55,0,0,8,240,1.8,3.1,990.1,30
05/29/2015 06:00:00 PM,27.28,54,0,0,69.8,213,5.8,6.3,989.8,102
05/29/2015 08:00:00 PM,27.1,58,0,0,8,0,0.4,1.9,991,12
05/29/2015 08:00:00 PM,27,52,0,0,69.8,221,1.5,1.9,990.5,18
05/29/2015 07:00:00 PM,27.8,56,0,0,8,255,2,5.7,990.6,82
05/29/2015 07:00:00 PM,27,56,0,0,69.8,210,2.3,2.7,990.2,93
05/29/2015 09:00:00 PM,25.7,65,0,0,8,54,1.3,2.2,991.1,-2
05/29/2015 09:00:00 PM,26,60,0,0,69.8,204,5.8,6.3,990.5,1
05/29/2015 10:00:00 PM,25.2,67,0,0,8,292,1.2,2.3,991.4,-2
05/29/2015 10:00:00 PM,24.78,67,0,0,69.8,219,6.5,7,990.9,0
05/29/2015 11:00:00 PM,24.6,70,0,0,8,292,1.4,4.4,991.6,0
05/29/2015 11:00:00 PM,24,70,0,0,69.8,167,1.6,2.7,991.2,0
05/30/2015 12:00:00 AM,24.1,72,0,0,8,296,1.4,3.8,991.7,0
05/30/2015 12:00:00 AM,23.28,72,0,0,69.8,213,4.1,4.3,991.2,0
05/30/2015 01:00:00 AM,23.6,70,0,0,8,253,2.1,5.4,991.4,0
05/30/2015 01:00:00 AM,22.89,70,0,0,69.8,220,2.1,2.8,991.2,1
05/30/2015 02:00:00 AM,23.1,74,0,0,8,260,1.5,6.3,991.5,0
05/30/2015 02:00:00 AM,22.28,73,0,0,69.8,264,2.5,2.7,991.2,1
05/30/2015 03:00:00 AM,22.7,76,0,0,8,266,1.7,4.3,991.4,0
05/30/2015 03:00:00 AM,21.78,77,0,0,69.8,217,3.5,4,991.2,0
05/30/2015 04:00:00 AM,22.2,78,0,0,8,297,1.2,3,991.4,0
05/30/2015 04:00:00 AM,21.28,79,0,0,69.8,266,1.7,2,990.9,0
05/30/2015 05:00:00 AM,21.9,81,0,0.1,8.1,283,1.5,5.1,991.7,0
05/30/2015 05:00:00 AM,21.17,80,0,0,69.8,230,0.5,0.9,991.2,0
05/30/2015 06:00:00 AM,21.8,82,0,0.2,8.3,199,0.8,2.5,992.7,2
05/30/2015 06:00:00 AM,21.06,82,0,0,69.8,196,0.9,1.3,992.2,5
05/30/2015 07:00:00 AM,21.3,87,0,0.9,9.2,0,0.5,1.3,992.7,86
05/30/2015 07:00:00 AM,20.67,85,0,0.28,69.8,267,2.5,2.7,992.2,54
05/30/2015 08:00:00 AM,21.4,86,2.4,0.3,9.6,356,1.3,2.4,992.8,58
05/30/2015 08:00:00 AM,20.67,84,0,0.15,69.8,331,0.3,0.7,992.6,107
05/30/2015 09:00:00 AM,21.3,80,0.6,0.7,10.3,344,1.2,2.4,993.4,52
05/30/2015 09:00:00 AM,19.17,83,0,0.05,69.8,352,1.7,1.9,992.9,42
05/30/2015 10:00:00 AM,19.7,89,0.6,0.5,10.8,354,0.7,1.1,993.4,68
05/30/2015 10:00:00 AM,11.89,89,0,0.23,69.8,347,3.5,3.9,993.2,31
05/30/2015 11:00:00 AM,11.9,94,0,0.7,11.5,4,4.3,6.5,994.9,90
05/30/2015 11:00:00 AM,10.67,90,0,0.63,69.8,346,3.2,3.9,994.2,112
05/30/2015 12:00:00 PM,10.9,94,0,0.3,11.8,4,5.5,7.9,995.1,151
